2010-05-01 19:06:07 startup archives unpack
2010-05-01 19:16:08 status triggers-awaited ubuntu-system-service 0.1.20.1
2010-05-01 19:16:08 configure cheese-common 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:08 status unpacked cheese-common 2.30.1-0ubuntu1
2010-05-01 19:16:08 status half-configured cheese-common 2.30.1-0ubuntu1
2010-05-01 19:16:09 status installed cheese-common 2.30.1-0ubuntu1
2010-05-01 19:16:09 configure libcheese-gtk18 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:09 status unpacked libcheese-gtk18 2.30.1-0ubuntu1
2010-05-01 19:16:09 status half-configured libcheese-gtk18 2.30.1-0ubuntu1
2010-05-01 19:16:09 status installed libcheese-gtk18 2.30.1-0ubuntu1
2010-05-01 19:16:09 configure cheese 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:09 status unpacked cheese 2.30.1-0ubuntu1
2010-05-01 19:16:09 status half-configured cheese 2.30.1-0ubuntu1
2010-05-01 19:16:09 status installed cheese 2.30.1-0ubuntu1
2010-05-01 19:16:09 configure libsoup2.4-1 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:09 status unpacked libsoup2.4-1 2.30.1-0ubuntu1
2010-05-01 19:16:09 status half-configured libsoup2.4-1 2.30.1-0ubuntu1
2010-05-01 19:16:10 status installed libsoup2.4-1 2.30.1-0ubuntu1
2010-05-01 19:16:10 configure libsoup2.4-dev 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:10 status unpacked libsoup2.4-dev 2.30.1-0ubuntu1
2010-05-01 19:16:10 status half-configured libsoup2.4-dev 2.30.1-0ubuntu1
2010-05-01 19:16:10 status installed libsoup2.4-dev 2.30.1-0ubuntu1
2010-05-01 19:16:10 configure empathy-common 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:10 status unpacked empathy-common 2.30.1-0ubuntu1
2010-05-01 19:16:10 status half-configured empathy-common 2.30.1-0ubuntu1
2010-05-01 19:16:10 status installed empathy-common 2.30.1-0ubuntu1
2010-05-01 19:16:10 configure nautilus-sendto-empathy 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:10 status unpacked nautilus-sendto-empathy 2.30.1-0ubuntu1
2010-05-01 19:16:10 status half-configured nautilus-sendto-empathy 2.30.1-0ubuntu1
2010-05-01 19:16:10 status installed nautilus-sendto-empathy 2.30.1-0ubuntu1
2010-05-01 19:16:11 configure empathy 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:11 status unpacked empathy 2.30.1-0ubuntu1
2010-05-01 19:16:11 status half-configured empathy 2.30.1-0ubuntu1
2010-05-01 19:16:11 status installed empathy 2.30.1-0ubuntu1
2010-05-01 19:16:11 configure libevdocument2 2.30.1-0ubuntu2 2.30.1-0ubuntu2
2010-05-01 19:16:11 status unpacked libevdocument2 2.30.1-0ubuntu2
2010-05-01 19:16:11 status half-configured libevdocument2 2.30.1-0ubuntu2
2010-05-01 19:16:12 status installed libevdocument2 2.30.1-0ubuntu2
2010-05-01 19:16:12 configure libevview2 2.30.1-0ubuntu2 2.30.1-0ubuntu2
2010-05-01 19:16:12 status unpacked libevview2 2.30.1-0ubuntu2
2010-05-01 19:16:12 status half-configured libevview2 2.30.1-0ubuntu2
2010-05-01 19:16:12 status installed libevview2 2.30.1-0ubuntu2
2010-05-01 19:16:12 configure evince 2.30.1-0ubuntu2 2.30.1-0ubuntu2
2010-05-01 19:16:12 status unpacked evince 2.30.1-0ubuntu2
2010-05-01 19:16:12 status unpacked evince 2.30.1-0ubuntu2
2010-05-01 19:16:12 status unpacked evince 2.30.1-0ubuntu2
2010-05-01 19:16:12 status half-configured evince 2.30.1-0ubuntu2
2010-05-01 19:16:18 status installed evince 2.30.1-0ubuntu2
2010-05-01 19:16:18 configure libnautilus-extension1 1:2.30.1-0ubuntu1 1:2.30.1-0ubuntu1
2010-05-01 19:16:18 status unpacked libnautilus-extension1 1:2.30.1-0ubuntu1
2010-05-01 19:16:18 status half-configured libnautilus-extension1 1:2.30.1-0ubuntu1
2010-05-01 19:16:18 status installed libnautilus-extension1 1:2.30.1-0ubuntu1
2010-05-01 19:16:18 configure file-roller 2.30.1.1-0ubuntu2 2.30.1.1-0ubuntu2
2010-05-01 19:16:18 status unpacked file-roller 2.30.1.1-0ubuntu2
2010-05-01 19:16:18 status half-configured file-roller 2.30.1.1-0ubuntu2
2010-05-01 19:16:19 status installed file-roller 2.30.1.1-0ubuntu2
2010-05-01 19:16:19 configure libgtksourceview2.0-common 2.10.1-0ubuntu1 2.10.1-0ubuntu1
2010-05-01 19:16:19 status unpacked libgtksourceview2.0-common 2.10.1-0ubuntu1
2010-05-01 19:16:19 status half-configured libgtksourceview2.0-common 2.10.1-0ubuntu1
2010-05-01 19:16:19 status installed libgtksourceview2.0-common 2.10.1-0ubuntu1
2010-05-01 19:16:19 configure libgtksourceview2.0-0 2.10.1-0ubuntu1 2.10.1-0ubuntu1
2010-05-01 19:16:19 status unpacked libgtksourceview2.0-0 2.10.1-0ubuntu1
2010-05-01 19:16:19 status half-configured libgtksourceview2.0-0 2.10.1-0ubuntu1
2010-05-01 19:16:19 status installed libgtksourceview2.0-0 2.10.1-0ubuntu1
2010-05-01 19:16:19 configure gedit-common 2.30.2-0ubuntu1 2.30.2-0ubuntu1
2010-05-01 19:16:19 status unpacked gedit-common 2.30.2-0ubuntu1
2010-05-01 19:16:19 status half-configured gedit-common 2.30.2-0ubuntu1
2010-05-01 19:16:19 status installed gedit-common 2.30.2-0ubuntu1
2010-05-01 19:16:19 configure gedit 2.30.2-0ubuntu1 2.30.2-0ubuntu1
2010-05-01 19:16:19 status unpacked gedit 2.30.2-0ubuntu1
2010-05-01 19:16:19 status half-configured gedit 2.30.2-0ubuntu1
2010-05-01 19:16:20 update-alternatives: run with --install /usr/bin/gnome-text-editor gnome-text-editor /usr/bin/gedit 50 --slave /usr/share/man/man1/gnome-text-editor.1.gz gnome-text-editor.1.gz /usr/share/man/man1/gedit.1.gz
2010-05-01 19:16:20 update-alternatives: link group gnome-text-editor updated to point to /usr/bin/gedit
2010-05-01 19:16:25 status installed gedit 2.30.2-0ubuntu1
2010-05-01 19:16:25 configure libgimp2.0 2.6.8-2ubuntu1.1 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 status unpacked libgimp2.0 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 status half-configured libgimp2.0 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 status installed libgimp2.0 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 configure gimp-data 2.6.8-2ubuntu1.1 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:25 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status unpacked gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status half-configured gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:26 status installed gimp-data 2.6.8-2ubuntu1.1
2010-05-01 19:16:27 configure gimp 2.6.8-2ubuntu1.1 2.6.8-2ubuntu1.1
2010-05-01 19:16:27 status unpacked gimp 2.6.8-2ubuntu1.1
2010-05-01 19:16:27 status half-configured gimp 2.6.8-2ubuntu1.1
2010-05-01 19:16:27 status installed gimp 2.6.8-2ubuntu1.1
2010-05-01 19:16:27 configure grub-common 1.98-1ubuntu6 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status unpacked grub-common 1.98-1ubuntu6
2010-05-01 19:16:27 status half-configured grub-common 1.98-1ubuntu6
2010-05-01 19:16:28 status installed grub-common 1.98-1ubuntu6
2010-05-01 19:16:28 configure grub-pc 1.98-1ubuntu6 1.98-1ubuntu6
2010-05-01 19:16:28 status unpacked grub-pc 1.98-1ubuntu6
2010-05-01 19:16:28 status unpacked grub-pc 1.98-1ubuntu6
2010-05-01 19:16:28 status half-configured grub-pc 1.98-1ubuntu6
2010-05-01 19:16:42 status installed grub-pc 1.98-1ubuntu6
2010-05-01 19:16:42 configure python-cupshelpers 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status half-configured python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status installed python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status triggers-pending python-support 1.0.4ubuntu1
2010-05-01 19:16:42 configure system-config-printer-udev 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status half-configured system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:42 status installed system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:43 configure hal-cups-utils 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:43 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:43 status half-configured hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:43 status installed hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:16:43 configure libgl1-mesa-dri 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-01 19:16:43 status unpacked libgl1-mesa-dri 7.7.1-1ubuntu3
2010-05-01 19:16:43 status half-configured libgl1-mesa-dri 7.7.1-1ubuntu3
2010-05-01 19:16:43 status installed libgl1-mesa-dri 7.7.1-1ubuntu3
2010-05-01 19:16:43 configure libgl1-mesa-glx 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-01 19:16:43 status unpacked libgl1-mesa-glx 7.7.1-1ubuntu3
2010-05-01 19:16:43 status half-configured libgl1-mesa-glx 7.7.1-1ubuntu3
2010-05-01 19:16:43 update-alternatives: run with --force --install /etc/ld.so.conf.d/GL.conf gl_conf /usr/lib/mesa/ld.so.conf 500 --slave /usr/lib/xorg/extra-modules xorg_extra_modules /usr/lib/xorg/x11-extra-modules
2010-05-01 19:16:44 status installed libgl1-mesa-glx 7.7.1-1ubuntu3
2010-05-01 19:16:44 configure libsoup-gnome2.4-1 2.30.1-0ubuntu1 2.30.1-0ubuntu1
2010-05-01 19:16:44 status unpacked libsoup-gnome2.4-1 2.30.1-0ubuntu1
2010-05-01 19:16:44 status half-configured libsoup-gnome2.4-1 2.30.1-0ubuntu1
2010-05-01 19:16:44 status installed libsoup-gnome2.4-1 2.30.1-0ubuntu1
2010-05-01 19:16:44 configure linux-headers-2.6.32-22 2.6.32-22.33 2.6.32-22.33
2010-05-01 19:16:44 status unpacked linux-headers-2.6.32-22 2.6.32-22.33
2010-05-01 19:16:44 status half-configured linux-headers-2.6.32-22 2.6.32-22.33
2010-05-01 19:16:44 status installed linux-headers-2.6.32-22 2.6.32-22.33
2010-05-01 19:16:44 configure linux-headers-2.6.32-22-generic 2.6.32-22.33 2.6.32-22.33
2010-05-01 19:16:44 status unpacked linux-headers-2.6.32-22-generic 2.6.32-22.33
2010-05-01 19:16:44 status half-configured linux-headers-2.6.32-22-generic 2.6.32-22.33
2010-05-01 19:16:45 status installed linux-headers-2.6.32-22-generic 2.6.32-22.33
2010-05-01 19:16:45 configure linux-headers-generic 2.6.32.22.23 2.6.32.22.23
2010-05-01 19:16:45 status unpacked linux-headers-generic 2.6.32.22.23
2010-05-01 19:16:45 status half-configured linux-headers-generic 2.6.32.22.23
2010-05-01 19:16:45 status installed linux-headers-generic 2.6.32.22.23
2010-05-01 19:16:45 configure linux-image-generic 2.6.32.22.23 2.6.32.22.23
2010-05-01 19:16:45 status unpacked linux-image-generic 2.6.32.22.23
2010-05-01 19:16:45 status half-configured linux-image-generic 2.6.32.22.23
2010-05-01 19:16:46 status installed linux-image-generic 2.6.32.22.23
2010-05-01 19:16:46 configure linux-libc-dev 2.6.32-22.33 2.6.32-22.33
2010-05-01 19:16:46 status unpacked linux-libc-dev 2.6.32-22.33
2010-05-01 19:16:46 status half-configured linux-libc-dev 2.6.32-22.33
2010-05-01 19:16:46 status installed linux-libc-dev 2.6.32-22.33
2010-05-01 19:16:46 configure nautilus-data 1:2.30.1-0ubuntu1 1:2.30.1-0ubuntu1
2010-05-01 19:16:46 status unpacked nautilus-data 1:2.30.1-0ubuntu1
2010-05-01 19:16:46 status half-configured nautilus-data 1:2.30.1-0ubuntu1
2010-05-01 19:16:51 status installed nautilus-data 1:2.30.1-0ubuntu1
2010-05-01 19:16:51 configure nautilus 1:2.30.1-0ubuntu1 1:2.30.1-0ubuntu1
2010-05-01 19:16:51 status unpacked nautilus 1:2.30.1-0ubuntu1
2010-05-01 19:16:51 status half-configured nautilus 1:2.30.1-0ubuntu1
2010-05-01 19:16:51 status installed nautilus 1:2.30.1-0ubuntu1
2010-05-01 19:16:51 configure pm-utils 1.3.0-1ubuntu2 1.3.0-1ubuntu2
2010-05-01 19:16:51 status unpacked pm-utils 1.3.0-1ubuntu2
2010-05-01 19:16:51 status unpacked pm-utils 1.3.0-1ubuntu2
2010-05-01 19:16:51 status unpacked pm-utils 1.3.0-1ubuntu2
2010-05-01 19:16:52 status half-configured pm-utils 1.3.0-1ubuntu2
2010-05-01 19:16:52 status installed pm-utils 1.3.0-1ubuntu2
2010-05-01 19:16:52 configure python-ubuntuone-client 1.2.1-0ubuntu2 1.2.1-0ubuntu2
2010-05-01 19:16:52 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:52 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:52 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:52 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:52 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:52 status unpacked python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:52 status half-configured python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:53 status installed python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:53 status triggers-awaited python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:16:53 configure rhythmbox 0.12.8-0ubuntu4 0.12.8-0ubuntu4
2010-05-01 19:16:53 status unpacked rhythmbox 0.12.8-0ubuntu4
2010-05-01 19:16:53 status half-configured rhythmbox 0.12.8-0ubuntu4
2010-05-01 19:16:54 status installed rhythmbox 0.12.8-0ubuntu4
2010-05-01 19:16:54 configure rhythmbox-plugins 0.12.8-0ubuntu4 0.12.8-0ubuntu4
2010-05-01 19:16:54 status unpacked rhythmbox-plugins 0.12.8-0ubuntu4
2010-05-01 19:16:54 status half-configured rhythmbox-plugins 0.12.8-0ubuntu4
2010-05-01 19:16:54 status installed rhythmbox-plugins 0.12.8-0ubuntu4
2010-05-01 19:16:54 configure rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu4 0.12.8-0ubuntu4
2010-05-01 19:16:54 status unpacked rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu4
2010-05-01 19:16:54 status half-configured rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu4
2010-05-01 19:16:54 status installed rhythmbox-plugin-cdrecorder 0.12.8-0ubuntu4
2010-05-01 19:16:54 configure software-center 2.0.3 2.0.3
2010-05-01 19:16:54 status unpacked software-center 2.0.3
2010-05-01 19:16:54 status unpacked software-center 2.0.3
2010-05-01 19:16:55 status half-configured software-center 2.0.3
2010-05-01 19:17:15 status installed software-center 2.0.3
2010-05-01 19:17:15 status triggers-awaited software-center 2.0.3
2010-05-01 19:17:15 configure system-config-printer-common 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 status half-configured system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 status installed system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 configure system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:15 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:16 status half-configured system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:16 status installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-01 19:17:16 configure thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:16 status unpacked thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:16 status unpacked thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:16 status half-configured thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:16 status installed thunderbird 3.0.5~hg20100429r4820+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:16 configure tomboy 1.2.1-0ubuntu1 1.2.1-0ubuntu1
2010-05-01 19:17:16 status unpacked tomboy 1.2.1-0ubuntu1
2010-05-01 19:17:16 status half-configured tomboy 1.2.1-0ubuntu1
2010-05-01 19:17:17 status installed tomboy 1.2.1-0ubuntu1
2010-05-01 19:17:17 configure transmission-common 1.92-0ubuntu2.1 1.92-0ubuntu2.1
2010-05-01 19:17:17 status unpacked transmission-common 1.92-0ubuntu2.1
2010-05-01 19:17:17 status half-configured transmission-common 1.92-0ubuntu2.1
2010-05-01 19:17:17 status installed transmission-common 1.92-0ubuntu2.1
2010-05-01 19:17:17 configure transmission-gtk 1.92-0ubuntu2.1 1.92-0ubuntu2.1
2010-05-01 19:17:17 status unpacked transmission-gtk 1.92-0ubuntu2.1
2010-05-01 19:17:17 status half-configured transmission-gtk 1.92-0ubuntu2.1
2010-05-01 19:17:17 status installed transmission-gtk 1.92-0ubuntu2.1
2010-05-01 19:17:17 configure unattended-upgrades 0.55ubuntu4 0.55ubuntu4
2010-05-01 19:17:17 status unpacked unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:18 status unpacked unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:18 status unpacked unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:18 status unpacked unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:18 status unpacked unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:18 status half-configured unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:19 status installed unattended-upgrades 0.55ubuntu4
2010-05-01 19:17:19 configure xsane-common 0.996-2ubuntu2 0.996-2ubuntu2
2010-05-01 19:17:19 status unpacked xsane-common 0.996-2ubuntu2
2010-05-01 19:17:19 status half-configured xsane-common 0.996-2ubuntu2
2010-05-01 19:17:19 status installed xsane-common 0.996-2ubuntu2
2010-05-01 19:17:19 configure xsane 0.996-2ubuntu2 0.996-2ubuntu2
2010-05-01 19:17:19 status unpacked xsane 0.996-2ubuntu2
2010-05-01 19:17:19 status half-configured xsane 0.996-2ubuntu2
2010-05-01 19:17:19 status installed xsane 0.996-2ubuntu2
2010-05-01 19:17:19 configure xulrunner-1.9.2 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:19 status unpacked xulrunner-1.9.2 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:19 status unpacked xulrunner-1.9.2 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:19 status unpacked xulrunner-1.9.2 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:19 status half-configured xulrunner-1.9.2 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:20 update-alternatives: run with --install /usr/bin/xulrunner xulrunner /usr/bin/xulrunner-1.9.2 50
2010-05-01 19:17:20 update-alternatives: link group xulrunner updated to point to /usr/bin/xulrunner-1.9.2
2010-05-01 19:17:20 status installed xulrunner-1.9.2 1.9.2.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:20 configure fglrx-modaliases 2:8.723.1-0ubuntu4 2:8.723.1-0ubuntu4
2010-05-01 19:17:20 status unpacked fglrx-modaliases 2:8.723.1-0ubuntu4
2010-05-01 19:17:20 status half-configured fglrx-modaliases 2:8.723.1-0ubuntu4
2010-05-01 19:17:20 status installed fglrx-modaliases 2:8.723.1-0ubuntu4
2010-05-01 19:17:20 configure indicator-sound 0.2.3-0ubuntu1 0.2.3-0ubuntu1
2010-05-01 19:17:20 status unpacked indicator-sound 0.2.3-0ubuntu1
2010-05-01 19:17:20 status half-configured indicator-sound 0.2.3-0ubuntu1
2010-05-01 19:17:21 status installed indicator-sound 0.2.3-0ubuntu1
2010-05-01 19:17:21 configure libglu1-mesa 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-01 19:17:21 status unpacked libglu1-mesa 7.7.1-1ubuntu3
2010-05-01 19:17:21 status half-configured libglu1-mesa 7.7.1-1ubuntu3
2010-05-01 19:17:21 status installed libglu1-mesa 7.7.1-1ubuntu3
2010-05-01 19:17:21 configure mesa-utils 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-01 19:17:21 status unpacked mesa-utils 7.7.1-1ubuntu3
2010-05-01 19:17:21 status half-configured mesa-utils 7.7.1-1ubuntu3
2010-05-01 19:17:21 status installed mesa-utils 7.7.1-1ubuntu3
2010-05-01 19:17:21 trigproc python-central 0.6.15ubuntu1 0.6.15ubuntu1
2010-05-01 19:17:21 status half-configured python-central 0.6.15ubuntu1
2010-05-01 19:17:21 status installed software-center 2.0.3
2010-05-01 19:17:21 status installed python-ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:17:21 status installed ubuntu-system-service 0.1.20.1
2010-05-01 19:17:21 status installed python-central 0.6.15ubuntu1
2010-05-01 19:17:22 configure gnome-control-center 1:2.30.1-0ubuntu1 1:2.30.1-0ubuntu1
2010-05-01 19:17:22 status unpacked gnome-control-center 1:2.30.1-0ubuntu1
2010-05-01 19:17:22 status half-configured gnome-control-center 1:2.30.1-0ubuntu1
2010-05-01 19:17:22 status installed gnome-control-center 1:2.30.1-0ubuntu1
2010-05-01 19:17:22 configure ubuntuone-client 1.2.1-0ubuntu2 1.2.1-0ubuntu2
2010-05-01 19:17:22 status unpacked ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:17:22 status unpacked ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:17:22 status half-configured ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:17:22 status installed ubuntuone-client 1.2.1-0ubuntu2
2010-05-01 19:17:22 configure ubuntuone-client-gnome 1.2.1-0ubuntu2 1.2.1-0ubuntu2
2010-05-01 19:17:22 status unpacked ubuntuone-client-gnome 1.2.1-0ubuntu2
2010-05-01 19:17:22 status half-configured ubuntuone-client-gnome 1.2.1-0ubuntu2
2010-05-01 19:17:22 status installed ubuntuone-client-gnome 1.2.1-0ubuntu2
2010-05-01 19:17:22 configure language-pack-ru 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:22 status unpacked language-pack-ru 1:10.04+20100422
2010-05-01 19:17:22 status half-configured language-pack-ru 1:10.04+20100422
2010-05-01 19:17:22 status installed language-pack-ru 1:10.04+20100422
2010-05-01 19:17:23 configure language-pack-en 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:23 status unpacked language-pack-en 1:10.04+20100422
2010-05-01 19:17:23 status half-configured language-pack-en 1:10.04+20100422
2010-05-01 19:17:23 status installed language-pack-en 1:10.04+20100422
2010-05-01 19:17:23 configure language-pack-ro 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:23 status unpacked language-pack-ro 1:10.04+20100422
2010-05-01 19:17:23 status half-configured language-pack-ro 1:10.04+20100422
2010-05-01 19:17:23 status installed language-pack-ro 1:10.04+20100422
2010-05-01 19:17:23 configure language-pack-ru-base 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:23 status unpacked language-pack-ru-base 1:10.04+20100422
2010-05-01 19:17:23 status half-configured language-pack-ru-base 1:10.04+20100422
2010-05-01 19:17:24 status installed language-pack-ru-base 1:10.04+20100422
2010-05-01 19:17:24 status triggers-pending python-gmenu 2.30.0-0ubuntu4
2010-05-01 19:17:24 status triggers-awaited language-pack-ru-base 1:10.04+20100422
2010-05-01 19:17:24 configure firefox-branding 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:24 status unpacked firefox-branding 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:24 status half-configured firefox-branding 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:24 status installed firefox-branding 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:24 configure chromium-browser-inspector 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:24 status unpacked chromium-browser-inspector 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:24 status half-configured chromium-browser-inspector 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:24 status installed chromium-browser-inspector 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:24 configure chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-01 19:17:24 status unpacked chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-01 19:17:25 status half-configured chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-01 19:17:25 status installed chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-01 19:17:25 configure language-pack-en-base 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:25 status unpacked language-pack-en-base 1:10.04+20100422
2010-05-01 19:17:25 status half-configured language-pack-en-base 1:10.04+20100422
